"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG419	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG424	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG429	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG434	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG439	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG444	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG449	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG454	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG459	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ458	RCFDJ459	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCON8765	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	
1557																																																																																																																																																																	0	0	0	0				0	0	0	0	0	0	6		0			0	0	0	0	0	0																																																									
1669																																																																																																																																																																	183	0	0	0				0	0	0	0	0	0	0		0			0	0	0	0	0	0																																																									
1856																																																																																																																																																																	0	0	0	0				0	0	0	0	0	0	0		0			0	0	0	0	0	0																																																									
2040																																																																																																																																																																	0	0	0	0				0	0	0	927	0	0	231		0			0	0	0	0	0	0																													9985																					0							
2161																																																																																																																																																																	0	0	0	0	0	0	0	0	0	0	0	1246	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																	0	209425	0	0	0	0	425000	0	0	0	7222	0	0	0	0	395	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425000	0	0	0	0	0	0	0	0	0	0	0	9486	0	0	0	0	0	0	0	0	0	0	425000	0	0	0	0	
2554																																																																																																																																																																	0	0	0	0				0	0	0	0	0	0	0		0			0	0	0	0	0	0																																																									
2732																																																																																																																																																																	0	0	0	0				0	0	0	9493	0	0	232		0			0	0	0	0	0	0																																																									
2750																																																																																																																																																																	0	3800	0	0				0	0	0	0	0	0	0		0			0	0	0	0	0	0																																																									
3252																																																																																																																																																																	0	0	0	0				0	0	0	0	0	0	371		326			0	0	0	0	0	0																																																									
3458																																																																																																																																																																	0	1700	0	0				0	0	0	0	0	0	0		0			0	0	0	0	0	0																																																									
3720																																																																																																																																																																	0	5000	0	0	0	0	0	0	0	0	5182	0	0	350		0		0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3971																																																																																																																																																																	0	0	0	0				0	0	0	28628	0	0	997		0			0	0	0	0	0	0																																																									
4156																																																																																																																																																																	0	0	0	0	0	0	0	0	0	0	1837	0	0	457		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																	0	0	0	0				0	0	0	0	0	0	30		0			0	0	0	0	0	0																																																									
4839																																																																																																																																																																	0	0	0	0				0	0	0	3044	0	0	573		351			0	0	0	0	0	0																													8290																					0							
5069																																																																																																																																																																	0	0	0	0				0	0	0	96	0	0	315		0			0	0	0	0	0	0																																																									
5135																																																																																																																																																																	0	0	0	0				0	0	0	0	1610	0	1482		0			0	0	0	0	0	0																																																									
5210																																																																																																																																																																	0	0	0	0	0	0	0	0	0	0	129359	0	0	0	0	6362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461																																																																																																																																																																	0	0	0	0	0	0	0	0	0	0	5123	0	0	0		612		0	0	0	0	0	0	2646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5751																																																																																																																																																																	0	4000	0	0				0	0	0	1812	0	0	390		0			0	0	0	0	0	0																																																									
6039																																																																																																																																																																	0	0	0	0	0	0	0	0	0	0	206	1892	0	0		90		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6141																																																																																																																																																																	0	0	0	0				0	0	0	0	0	0	0		0			0	0	0	0	0	0																																																									
6329																																																																																																																																																																	0	0	0	0	0	0	0	0	0	0	1677	0	0	462		2538		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																																																	0	0	0	0				0	0	0	0	0	0	0		0			0	0	0	0	0	0																													6000																					0							
7045																																																																																																																																																																	0	0	0	0	0	0	0	0	0	0	672	2302	0	0		279		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																																																																																																	0	10000	0	0				0	0	0	5558	0	0	0		1145			0	0	0	0	0	0																																																									
7456																																																																																																																																																																	0	0	0	0				0	0	0	0	0	0	0		75			0	0	0	0	0	0																																																									
7634																																																																																																																																																																	0	0	0	0				0	0	0	0	0	0	0		0			0	0	0	0	0	0																																																									
8033																																																																																																																																																																	0	0	0	0				0	0	0	0	0	0	0		968			0	0	0	0	0	0																																																									
8462																																																																																																																																																																	0	0	0	0				0	0	0	0	0	0	405		252			0	0	0	0	0	0																																																									
8631																																																																																																																																																																	0	0	0	0				0	0	0	0	0	0	185		0			0	0	0	0	0	0																																																									
9357																																																																																																																																																																	0	0	0	0	0	0	0	0	0	0	1195	0	0	1877		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9553																																																																																																																																																																	0	0	0	0				0	0	0	54	0	0	130		0			0	0	0	0	0	0																																																									
9807																																																																																																																																																																	0	130000	0	0	0	0	80000	130000	0	0	79505	0	0	41317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	585	0	0	0	0	0	0	80000	0	0	0	0	
9955																																																																																																																																																																	0	0	0	0				0	0	0	1876	0	0	0		12			0	0	0	0	0	0																																																									
10250																																																																																																																																																																	0	0	0	0				0	0	0	7359	577	0	0		1616			0	0	0	0	0	0																																																									
10849																																																																																																																																																																	0	0	0	0				0	0	0	107	0	0	0		73			0	0	0	0	0	0																																																									
11145																																																																																																																																																																	0	0	0	0	0	0	0	0	0	0	5018	0	0	100		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																																																	0	0	0	0				0	0	0	495	0	0	1433		0			0	0	0	0	0	0																																																									
11837																																																																																																																																																																	0	0	0	0				0	0	0	442	306	0	16		0			0	0	0	0	0	0																																																									
12030																																																																																																																																																																	0	0	0	0				0	0	0	0	0	0	1866		0			0	0	0	0	0	0																																																									
