"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ458	RCFDJ459	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	
821906																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	29143	0	0	1	0	4085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
822042																																																																																																																																																								0	0	0	0	0	0	22675	0	0	0	12414	0	0	1327		1606		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23676	0	0	0	0	0	0	0	0	0	0	0	493	0	0	0	493	0	0	0	0	0	11338	0	0	0	0			0	0	0	0	0	0	0	0	
822051																																																																																																																																																								0	0	0	0							3366	0		146		0			0					0																																																																		
822275																																																																																																																																																								0	12190	0	0							8902	0		0		0			0					0																																																																		
822408																																																																																																																																																								0	0	0	0							17358	0		0		352			0					0																																																																		
822556																																																																																																																																																								0	0	0	0	0	0	500200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141500	0	0	0	0	0	0	0	641700	0	0	0	0	0	0	0	0	0	0	0	4810	0	0	0	150	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
822631																																																																																																																																																								0	0	0	0							1294	0		0		0			0					0																																																																		
822846																																																																																																																																																								0	0	0	0							0	0		1464		0			0					0																																																																		
823076																																																																																																																																																								0	0	0	0							903	0		0		0			0					0																																																																		
823133																																																																																																																																																								110	0	0	0							1532	0		0		0			0					1200																																																																		
823142																																																																																																																																																								29	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
823450																																																																																																																																																								0	0	0	0							51	2801		0		0			0					0																																																																		
823478																																																																																																																																																								0	0	0	0							0	0		6378		0			0					13066																																																																		
823553																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
823638																																																																																																																																																								0	0	0	0							106	494		661		0			0					0																																																																		
823656																																																																																																																																																								0	0	0	0							3671	3217		259		0			0					0																																																																		
824242																																																																																																																																																								0	0	0	0							0	0		0		539			0					0																																																																		
824653																																																																																																																																																								0	0	0	0							0	0		224		4000			0					0																																																																		
824671																																																																																																																																																								0	0	0	0							21404	0		212		295			0					0																																																																		
824738																																																																																																																																																								0	0	0	0							0	0		0		18			0					0																																																																		
825146																																																																																																																																																								0	0	0	0	0	0	40000	0	0	0	45397	28004	0	6560	0	4047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40000	0	0	0	0	0	0	0	80000	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	434	0	0	0	0	0	40000	0	0	0	0			0	0	0	0	0	0	0	0	
825454																																																																																																																																																								0	2215	0	0	0	0	0	0	0	0	0	0	0	88		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
825548																																																																																																																																																								0	0	0	0							1105	0		526		0			0					0																													870																				0																	
825753																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	3700	0	0	408		10		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
825847																																																																																																																																																								0	0	0	0							0	0		95		0			0					0																																																																		
825940																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
826451																																																																																																																																																								0	0	0	0							0	0		0		213			0					0																																																																		
826648																																																																																																																																																								0	0	0	0							424	0		1346		0			0					0																																																																		
826956																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	10112	0	0	10825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13352	0	0	0	0	0	0	0	0	0	0	0	10386	0	0	0	0	0	0	0	0	0	0	0	23738	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
